City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
499,garowe,1,SO,1610145773,71,8.4054,48.4845,64.6,11.32
500,asosa,0,ET,1610145775,47,10.0667,34.5333,63.55,3.38
501,lafia,46,NG,1610145778,19,8.4833,8.5167,77.16,3.11
502,omboue,43,GA,1610145780,90,-1.5746,9.2618,76.93,2.33
503,siauliai,90,LT,1610145783,100,55.9333,23.3167,26.6,8.05
504,caconda,100,AO,1610145785,97,-13.7333,15.0667,57.49,1.28
505,saint-pierre,0,RE,1610145788,73,-21.3393,55.4781,73.4,4.61
506,puerto leguizamo,66,CO,1610145791,85,-0.1934,-74.7819,76.1,2.75
507,la spezia,69,IT,1610145793,73,44.1105,9.8434,37.99,4.0
508,sainte-anne-des-monts,100,CA,1610145796,80,49.124,-66.4924,26.6,16.11
509,luena,73,AO,1610145798,98,-11.7833,19.9167,59.47,4.54
510,mbigou,41,GA,1610145801,88,-1.9005,11.906,66.29,0.96
511,rafaela,43,AR,1610145720,16,-31.2503,-61.4867,91.99,1.01
512,batie,61,BF,1610145806,23,9.8833,-2.9167,79.68,1.19
513,tabou,19,CI,1610145808,84,4.423,-7.3528,78.76,5.55
514,najran,0,SA,1610145811,47,17.4924,44.1277,53.6,2.33
515,karla,90,EE,1610145813,93,59.3723,24.9275,27.0,5.75
516,saalfeld,97,DE,1610145816,88,50.65,11.3667,30.99,3.31
517,vilhena,40,BR,1610145818,73,-12.7406,-60.1458,78.8,5.75
518,vitre,90,FR,1610145821,100,48.1178,-1.2058,28.4,3.44
519,iguatemi,18,BR,1610145690,86,-23.6803,-54.5611,75.06,3.6
520,san javier,90,ES,1610145826,100,37.8063,-0.8374,50.0,23.02
521,tumbes,90,PE,1610145829,74,-3.5667,-80.4414,80.6,9.62
522,ippy,13,CF,1610145831,23,6.2679,21.2247,71.96,1.74
523,mantua,73,IT,1610145836,94,45.1667,10.7833,33.01,2.15
524,sur,0,OM,1610145839,40,22.5667,59.5289,64.54,16.26
525,palani,55,IN,1610145841,87,10.4667,77.5333,72.52,4.47
526,am timan,74,TD,1610145846,22,11.0297,20.2827,71.11,6.08
527,tayport,0,GB,1610145849,80,56.447,-2.8797,26.6,9.22
528,kharitonovo,99,RU,1610145851,95,61.4009,47.4978,8.78,4.7
529,tanout,45,NE,1610145854,20,14.9709,8.8879,73.71,10.89
530,kousseri,28,CM,1610145857,24,12.0769,15.0306,71.6,4.61
531,banikoara,50,BJ,1610145859,17,11.2985,2.4386,76.89,3.38
532,filingue,0,NE,1610145862,16,14.3521,3.3168,79.57,10.09
533,thinadhoo,41,MV,1610145864,81,0.5333,72.9333,81.68,14.27
534,mapiri,100,BO,1610145867,86,-15.25,-68.1667,72.14,0.51
535,rzhev,93,RU,1610145869,96,56.2624,34.3282,15.82,7.65
536,bahia de caraquez,40,EC,1610145872,78,-0.6,-80.4167,80.6,9.22
537,kayes,0,ML,1610145874,15,14.0,-11.0,81.25,7.81
538,znamenskoye,100,RU,1610145877,89,57.1281,73.8282,-0.76,8.5
